Crash.ID,State,Month,Year,Dayweek,Time,Crash.Type,Bus.Involvement,Heavy.Rigid.Truck.Involvement,Articulated.Truck.Involvement,Speed.Limit,Road.User,Gender,Age,National.Remoteness.Areas,SA4.Name.2016,National.LGA.Name.2017,National.Road.Type,Christmas.Period,Easter.Period,Age.Group,Day.of.week,TimeOfDay,NumberOfAccidents
20211104,NSW,9,2021,Tuesday,8:00,Single,No,No,No,100,Driver,Male,64,Inner Regional Australia,Richmond - Tweed,Kyogle,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
20214067,SA,9,2021,Friday,14:45,Single,No,No,No,60,Pedestrian,Female,90,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Arterial Road,No,No,75_or_older,Weekday,Day,1
20212053,Vic,8,2021,Friday,19:48,Multiple,No,No,No,80,Driver,Male,77,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No,75_or_older,Weekend,Night,1
20213023,Qld,8,2021,Monday,20:00,Multiple,No,No,No,110,Pedestrian,Male,17,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),National or State Highway,No,No,17_to_25,Weekday,Night,1
20213160,Qld,7,2021,Friday,14:00,Multiple,No,No,No,100,Driver,Male,60,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),National or State Highway,No,No,40_to_64,Weekday,Day,1
20212029,Vic,7,2021,Thursday,17:30,Multiple,No,No,No,70,Motorcycle rider,Male,45,Major Cities of Australia,Melbourne - West,Brimbank (C),Local Road,No,No,40_to_64,Weekday,Day,1
20211012,NSW,7,2021,Thursday,21:41,Multiple,No,No,No,50,Motorcycle rider,Male,27,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Local Road,No,No,26_to_39,Weekday,Night,1
20214044,SA,7,2021,Wednesday,11:20,Single,No,No,No,40,Pedestrian,Female,64,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
20211176,NSW,6,2021,Saturday,12:23,Multiple,No,No,No,100,Driver,Female,19,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,17_to_25,Weekend,Day,1
20213095,Qld,6,2021,Wednesday,8:00,Single,No,No,No,100,Passenger,Female,48,Outer Regional Australia,Darling Downs - Maranoa,Western Downs (R),National or State Highway,No,No,40_to_64,Weekday,Day,1
20211003,NSW,6,2021,Wednesday,13:28,Multiple,No,Yes,No,100,Driver,Female,69,Inner Regional Australia,Central West,Lithgow,National or State Highway,No,No,65_to_74,Weekday,Day,1
20212114,Vic,6,2021,Wednesday,7:06,Multiple,No,Yes,No,80,Motorcycle rider,Male,22,Major Cities of Australia,Melbourne - South East,Monash (C),National or State Highway,No,No,17_to_25,Weekday,Day,1
20212081,Vic,5,2021,Saturday,12:59,Single,No,No,No,80,Motorcycle rider,Male,43,Inner Regional Australia,Melbourne - North East,Mitchell (S),Collector Road,No,No,40_to_64,Weekend,Day,1
20213015,Qld,5,2021,Thursday,10:00,Single,No,No,No,100,Driver,Male,36,Remote Australia,Cairns,Tablelands (R),National or State Highway,No,No,26_to_39,Weekday,Day,1
20213011,Qld,5,2021,Tuesday,10:00,Single,No,No,No,60,Motorcycle rider,Male,66,Inner Regional Australia,Moreton Bay - South,Moreton Bay (R),Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
20211119,NSW,5,2021,Wednesday,18:25,Single,No,Yes,No,80,Pedestrian,Male,69,Major Cities of Australia,Central Coast,Central Coast,National or State Highway,No,No,65_to_74,Weekday,Night,1
20211014,NSW,4,2021,Wednesday,6:20,Multiple,No,No,Yes,100,Driver,Male,21,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,17_to_25,Weekday,Day,1
20213173,Qld,3,2021,Saturday,19:00,Single,No,No,No,100,Driver,Male,35,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
20214060,SA,3,2021,Saturday,12:10,Multiple,No,No,No,110,Passenger,Female,57,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,40_to_64,Weekend,Day,1
20211143,NSW,3,2021,Sunday,10:10,Single,No,No,No,80,Driver,Male,81,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Collector Road,No,No,75_or_older,Weekend,Day,1
20213152,Qld,3,2021,Monday,16:00,Multiple,No,No,Yes,100,Driver,Male,20,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),National or State Highway,No,No,17_to_25,Weekday,Day,1
20213106,Qld,2,2021,Saturday,19:00,Multiple,No,No,No,80,Motorcycle rider,Male,29,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Collector Road,No,No,26_to_39,Weekend,Night,1
20211186,NSW,2,2021,Sunday,9:44,Single,No,No,No,60,Pedal cyclist,Male,59,Inner Regional Australia,Central Coast,Central Coast,National or State Highway,No,No,40_to_64,Weekend,Day,1
20213050,Qld,2,2021,Tuesday,6:00,Multiple,No,Yes,No,110,Driver,Female,49,Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,40_to_64,Weekday,Day,1
20213167,Qld,2,2021,Friday,1:00,Multiple,No,No,Yes,100,Driver,Male,35,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National or State Highway,No,No,26_to_39,Weekday,Night,1
20213109,Qld,1,2021,Wednesday,12:00,Single,No,No,Yes,100,Driver,Male,46,Very Remote Australia,Queensland - Outback,Cloncurry (S),Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
20213028,Qld,1,2021,Friday,17:00,Single,No,No,No,70,Pedestrian,Male,49,Outer Regional Australia,Cairns,Cairns (R),Local Road,No,No,40_to_64,Weekday,Day,1
20202123,Vic,12,2020,Saturday,14:30,Single,No,No,No,100,Driver,Male,62,Outer Regional Australia,North West,Gannawarra (S),National or State Highway,No,No,40_to_64,Weekend,Day,1
20202020,Vic,12,2020,Friday,17:41,Single,No,No,No,80,Motorcycle rider,Male,61,Major Cities of Australia,Melbourne - North East,Nillumbik (S),Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
20206011,Tas,12,2020,Wednesday,23:30,Single,No,No,No,100,Passenger,Male,21,Outer Regional Australia,West and North West,Waratah/Wynyard (M),Sub-arterial Road,No,No,17_to_25,Weekday,Night,1
20203191,Qld,12,2020,Tuesday,4:00,Single,No,No,No,80,Driver,Male,18,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,Yes,No,17_to_25,Weekday,Night,1
20201207,NSW,11,2020,Sunday,4:20,Single,No,No,No,60,Driver,Male,17,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road,No,No,17_to_25,Weekend,Night,1
20201159,NSW,11,2020,Sunday,11:50,Single,No,No,No,100,Driver,Male,60,Outer Regional Australia,New England and North West,Inverell,Arterial Road,No,No,40_to_64,Weekend,Day,1
20203186,Qld,11,2020,Sunday,9:00,Multiple,No,No,No,80,Motorcycle rider,Male,26,Inner Regional Australia,Gold Coast,Gold Coast (C),Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
20204039,SA,11,2020,Thursday,22:30,Single,No,No,No,100,Driver,Male,16,Outer Regional Australia,Barossa - Yorke - Mid North,Copper Coast (DC),Access road,No,No,0_to_16,Weekday,Night,1
20202012,Vic,10,2020,Wednesday,0:15,Single,No,No,No,100,Driver,Male,21,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),Local Road,No,No,17_to_25,Weekday,Night,1
20201003,NSW,10,2020,Saturday,12:35,Multiple,No,No,No,100,Motorcycle rider,Male,31,Outer Regional Australia,New England and North West,Narrabri,Arterial Road,No,No,26_to_39,Weekend,Day,1
20202027,Vic,10,2020,Saturday,18:59,Multiple,No,No,No,40,Motorcycle rider,Male,36,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,26_to_39,Weekend,Night,1
20203220,Qld,10,2020,Monday,22:00,Single,No,No,No,60,Passenger,Male,16,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-arterial Road,No,No,0_to_16,Weekday,Night,1
20202091,Vic,9,2020,Wednesday,23:20,Single,No,No,No,100,Driver,Male,61,Inner Regional Australia,Warrnambool and South West,Corangamite (S),Sub-arterial Road,No,No,40_to_64,Weekday,Night,1
20202068,Vic,9,2020,Sunday,8:00,Single,No,No,No,100,Driver,Male,20,Outer Regional Australia,North West,Buloke (S),National or State Highway,No,No,17_to_25,Weekend,Day,1
20203039,Qld,9,2020,Sunday,19:00,Multiple,No,No,Yes,100,Driver,Female,28,Inner Regional Australia,Wide Bay,Fraser Coast (R),Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
20201020,NSW,9,2020,Tuesday,10:30,Single,No,No,No,100,Driver,Male,84,Remote Australia,New England and North West,Narrabri,Arterial Road,No,No,75_or_older,Weekday,Day,1
20202160,Vic,8,2020,Thursday,5:34,Single,No,No,No,60,Driver,Male,27,Inner Regional Australia,Shepparton,Greater Shepparton (C),National or State Highway,No,No,26_to_39,Weekday,Night,1
20201256,NSW,8,2020,Sunday,16:13,Multiple,No,No,Yes,100,Driver,Female,75,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,75_or_older,Weekend,Day,1
20201240,NSW,8,2020,Thursday,7:10,Multiple,No,No,No,70,Driver,Female,35,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway,No,No,26_to_39,Weekday,Day,1
20207010,NT,7,2020,Friday,23:20,Single,No,No,No,130,Passenger,Female,38,Remote Australia,Northern Territory - Outback,Katherine (T),National or State Highway,No,No,26_to_39,Weekend,Night,1
20201220,NSW,7,2020,Sunday,9:55,Multiple,No,No,No,60,Motorcycle pillion passenger,Female,41,Major Cities of Australia,Sydney - South West,Liverpool,Collector Road,No,No,40_to_64,Weekend,Day,1
20203176,Qld,7,2020,Monday,14:00,Single,No,No,Yes,100,Driver,Male,38,Remote Australia,Central Queensland,Banana (S),National or State Highway,No,No,26_to_39,Weekday,Day,1
20201201,NSW,7,2020,Friday,12:30,Single,No,No,No,100,Driver,Female,73,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway,No,No,65_to_74,Weekday,Day,1
20202120,Vic,7,2020,Wednesday,22:50,Single,No,No,No,100,Passenger,Male,17,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,17_to_25,Weekday,Night,1
20203031,Qld,6,2020,Sunday,4:00,Single,No,No,No,70,Passenger,Female,14,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,0_to_16,Weekend,Night,1
20203215,Qld,6,2020,Sunday,15:00,Multiple,No,No,No,80,Driver,Male,37,Major Cities of Australia,Logan - Beaudesert,Logan (C),Collector Road,No,No,26_to_39,Weekend,Day,1
20203017,Qld,6,2020,Monday,5:00,Single,No,No,No,60,Pedestrian,Male,93,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,75_or_older,Weekend,Night,1
20202119,Vic,5,2020,Sunday,4:40,Single,No,No,No,80,Driver,Male,56,Inner Regional Australia,Ballarat,Moorabool (S),Arterial Road,No,No,40_to_64,Weekend,Night,1
20203105,Qld,5,2020,Wednesday,13:00,Single,No,No,No,100,Driver,Male,35,Outer Regional Australia,Wide Bay,North Burnett (R),National or State Highway,No,No,26_to_39,Weekday,Day,1
20202013,Vic,5,2020,Wednesday,5:46,Single,No,No,No,100,Driver,Male,43,Inner Regional Australia,Shepparton,Campaspe (S),Sub-arterial Road,No,No,40_to_64,Weekday,Night,1
20203084,Qld,5,2020,Thursday,18:00,Single,No,No,No,100,Passenger,Male,36,Outer Regional Australia,Darling Downs - Maranoa,Western Downs (R),Sub-arterial Road,No,No,26_to_39,Weekday,Night,1
20208004,ACT,4,2020,Saturday,11:30,Multiple,No,No,No,80,Passenger,Male,28,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Arterial Road,No,No,26_to_39,Weekend,Day,1
20201192,NSW,4,2020,Thursday,12:55,Multiple,No,No,Yes,90,Motorcycle rider,Male,55,Major Cities of Australia,Sydney - Parramatta,Parramatta,National or State Highway,No,No,40_to_64,Weekday,Day,1
20203089,Qld,4,2020,Thursday,8:00,Multiple,No,No,No,100,Driver,Male,23,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs (R),Local Road,No,No,17_to_25,Weekday,Day,1
20203048,Qld,4,2020,Monday,6:00,Single,No,No,No,60,Pedestrian,Male,90,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Sub-arterial Road,No,No,75_or_older,Weekday,Day,1
20204019,SA,3,2020,Sunday,9:50,Single,No,No,No,110,Passenger,Male,49,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder (DC),Sub-arterial Road,No,No,40_to_64,Weekend,Day,1
20203155,Qld,3,2020,Thursday,11:00,Multiple,No,No,Yes,100,Driver,Male,29,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National or State Highway,No,No,26_to_39,Weekday,Day,1
20202095,Vic,3,2020,Friday,19:20,Single,No,No,No,100,Driver,Female,34,Inner Regional Australia,Ballarat,Central Goldfields (S),Arterial Road,No,No,26_to_39,Weekend,Night,1
20204072,SA,3,2020,Tuesday,19:16,Multiple,No,No,No,100,Driver,Female,47,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Arterial Road,No,No,40_to_64,Weekday,Night,1
20206018,Tas,2,2020,Sunday,18:18,Single,No,No,No,100,Motorcycle rider,Male,49,Outer Regional Australia,West and North West,Central Coast (M) (Tas.),Sub-arterial Road,No,No,40_to_64,Weekend,Night,1
20202056,Vic,2,2020,Monday,9:11,Multiple,No,No,No,100,Driver,Female,18,Inner Regional Australia,Warrnambool and South West,Corangamite (S),Arterial Road,No,No,17_to_25,Weekday,Day,1
20206019,Tas,2,2020,Wednesday,5:30,Multiple,No,No,No,110,Driver,Male,65,Inner Regional Australia,Launceston and North East,Meander Valley (M),National or State Highway,No,No,65_to_74,Weekday,Night,1
20204009,SA,1,2020,Saturday,13:29,Multiple,No,No,No,100,Motorcycle rider,Male,27,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
20206004,Tas,1,2020,Monday,17:15,Multiple,No,No,No,100,Driver,Male,59,Outer Regional Australia,South East,Huon Valley (M),National or State Highway,No,No,40_to_64,Weekday,Day,1
20201181,NSW,1,2020,Monday,19:20,Multiple,No,No,No,50,Pedal cyclist,Male,51,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Local Road,No,No,40_to_64,Weekday,Night,1
20202096,Vic,1,2020,Tuesday,22:00,Single,No,No,No,100,Pedestrian,Male,52,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),Arterial Road,No,No,40_to_64,Weekday,Night,1
20192041,Vic,12,2019,Sunday,12:18,Multiple,No,No,Yes,80,Passenger,Female,37,Inner Regional Australia,Ballarat,Hepburn (S),Sub-arterial Road,Yes,No,26_to_39,Weekend,Day,1
20191155,NSW,12,2019,Saturday,22:30,Single,No,No,No,80,Driver,Male,47,Inner Regional Australia,Mid North Coast,Kempsey,Local Road,No,No,40_to_64,Weekend,Night,1
20197012,NT,12,2019,Monday,6:12,Single,No,No,No,130,Driver,Male,26,Remote Australia,Northern Territory - Outback,West Arnhem (R),Arterial Road,No,No,26_to_39,Weekday,Day,1
20193097,Qld,12,2019,Thursday,0:00,Single,No,No,No,100,Driver,Male,22,Very Remote Australia,Queensland - Outback,Etheridge (S),Sub-arterial Road,No,No,17_to_25,Weekday,Night,1
20192017,Vic,12,2019,Monday,20:12,Single,No,No,No,80,Driver,Male,62,Inner Regional Australia,Melbourne - North East,Murrindindi (S),Local Road,No,No,40_to_64,Weekday,Night,1
20191126,NSW,11,2019,Sunday,23:45,Single,No,No,No,100,Driver,Male,18,Outer Regional Australia,Central West,Cabonne,Arterial Road,No,No,17_to_25,Weekend,Night,1
20195049,WA,11,2019,Wednesday,14:38,Single,No,No,No,70,Driver,Male,21,Major Cities of Australia,Perth - North West,Wanneroo (C),Arterial Road,No,No,17_to_25,Weekday,Day,1
20191199,NSW,11,2019,Wednesday,17:10,Multiple,No,No,No,60,Driver,Female,63,Major Cities of Australia,Sydney - Ryde,Parramatta,Arterial Road,No,No,40_to_64,Weekday,Day,1
20195110,WA,11,2019,Thursday,12:30,Single,No,No,No,50,Driver,Male,88,Inner Regional Australia,Bunbury,Augusta-Margaret River (S),Local Road,No,No,75_or_older,Weekday,Day,1
20197002,NT,10,2019,Thursday,0:05,Single,No,No,No,70,Driver,Male,24,Outer Regional Australia,Darwin,Litchfield (M),Sub-arterial Road,No,No,17_to_25,Weekday,Night,1
20192169,Vic,10,2019,Sunday,15:59,Multiple,No,No,No,80,Motorcycle rider,Male,67,Major Cities of Australia,Melbourne - South East,Casey (C),Arterial Road,No,No,65_to_74,Weekend,Day,1
20195144,WA,10,2019,Tuesday,17:29,Single,No,No,No,110,Passenger,Female,28,Very Remote Australia,Western Australia - Outback (North),Ashburton (S),National or State Highway,No,No,26_to_39,Weekday,Day,1
20193060,Qld,10,2019,Tuesday,9:00,Multiple,No,Yes,No,100,Driver,Male,69,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,65_to_74,Weekday,Day,1
20191311,NSW,10,2019,Thursday,12:00,Single,No,No,No,60,Pedestrian,Male,21,Major Cities of Australia,Sydney - South West,Camden,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1
20192139,Vic,9,2019,Saturday,12:55,Single,No,No,No,50,Passenger,Female,32,Major Cities of Australia,Melbourne - West,Brimbank (C),Local Road,No,No,26_to_39,Weekend,Day,1
20191195,NSW,9,2019,Monday,15:25,Multiple,No,No,No,100,Motorcycle rider,Male,39,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,26_to_39,Weekday,Day,1
20191258,NSW,9,2019,Friday,10:15,Single,No,No,No,50,Driver,Female,51,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Local Road,No,No,40_to_64,Weekday,Day,1
20191177,NSW,9,2019,Wednesday,4:50,Multiple,No,No,Yes,100,Driver,Male,36,Outer Regional Australia,Mid North Coast,Nambucca,Local Road,No,No,26_to_39,Weekday,Night,1
20192088,Vic,8,2019,Wednesday,21:20,Single,No,No,No,80,Driver,Male,22,Major Cities of Australia,Melbourne - North West,Hume (C),Arterial Road,No,No,17_to_25,Weekday,Night,1
20191114,NSW,8,2019,Friday,18:30,Single,No,No,No,110,Driver,Male,32,Outer Regional Australia,Riverina,Murrumbidgee,National or State Highway,No,No,26_to_39,Weekend,Night,1
20191096,NSW,8,2019,Tuesday,8:30,Multiple,Yes,No,No,50,Pedal cyclist,Male,17,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,No,No,17_to_25,Weekday,Day,1
20193010,Qld,8,2019,Monday,9:00,Single,No,No,No,80,Motorcycle rider,Male,66,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
20192176,Vic,8,2019,Saturday,22:47,Single,No,No,No,70,Pedestrian,Male,47,Major Cities of Australia,Melbourne - West,Maribyrnong (C),National or State Highway,No,No,40_to_64,Weekend,Night,1
20192084,Vic,7,2019,Saturday,16:00,Single,No,No,No,60,Motorcycle rider,Male,25,Major Cities of Australia,Melbourne - West,Wyndham (C),Arterial Road,No,No,17_to_25,Weekend,Day,1
20193191,Qld,7,2019,Monday,15:00,Single,No,No,No,100,Passenger,Male,16,Inner Regional Australia,Central Queensland,Rockhampton (R),Local Road,No,No,0_to_16,Weekday,Day,1
20192133,Vic,7,2019,Wednesday,6:40,Multiple,No,No,No,80,Pedal cyclist,Male,49,Major Cities of Australia,Melbourne - West,Brimbank (C),Collector Road,No,No,40_to_64,Weekday,Day,1
20191319,NSW,7,2019,Thursday,18:50,Multiple,No,No,No,60,Driver,Male,80,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,75_or_older,Weekday,Night,1
20195091,WA,6,2019,Wednesday,0:30,Single,No,No,Yes,110,Passenger,Male,47,Inner Regional Australia,Perth - North East,Mundaring (S),National or State Highway,No,No,40_to_64,Weekday,Night,1
20193105,Qld,6,2019,Saturday,11:00,Single,No,No,No,110,Driver,Male,79,Remote Australia,Darling Downs - Maranoa,Maranoa (R),National or State Highway,No,No,75_or_older,Weekend,Day,1
20193122,Qld,6,2019,Thursday,3:00,Single,No,No,No,100,Driver,Male,29,Outer Regional Australia,Central Queensland,Livingstone (S),Sub-arterial Road,No,No,26_to_39,Weekday,Night,1
20192027,Vic,6,2019,Saturday,23:20,Single,No,No,No,100,Pedestrian,Male,39,Inner Regional Australia,Hume,Alpine (S),Arterial Road,No,No,26_to_39,Weekend,Night,1
20196020,Tas,5,2019,Sunday,18:05,Multiple,No,No,Yes,100,Driver,Male,43,Outer Regional Australia,Launceston and North East,Launceston (C),National or State Highway,No,No,40_to_64,Weekend,Night,1
20193141,Qld,5,2019,Saturday,1:00,Single,No,No,No,80,Motorcycle rider,Male,32,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
